Roll_No,Total_Enrolled,Total_Released,Total_Present,Total_Absent,Rows,Bad_Rows,Effective_Enrolled,Attendance_Percent,Below_Threshold,Email,Notification_Message
198,249,0,223,26,1,0,249,89.55823293,FALSE,198@college.edu,"Dear 198, your attendance is 89.6% (223/249). Good Attendance, keep it up!"
199,249,0,239,10,1,0,249,95.98393574,FALSE,199@college.edu,"Dear 199, your attendance is 96.0% (239/249). Good Attendance, keep it up!"
200,249,0,240,9,1,0,249,96.38554217,FALSE,200@college.edu,"Dear 200, your attendance is 96.4% (240/249). Good Attendance, keep it up!"
201,249,0,236,13,1,0,249,94.77911647,FALSE,201@college.edu,"Dear 201, your attendance is 94.8% (236/249). Good Attendance, keep it up!"
202,249,0,229,20,1,0,249,91.96787149,FALSE,202@college.edu,"Dear 202, your attendance is 92.0% (229/249). Good Attendance, keep it up!"
203,249,0,231,18,1,0,249,92.77108434,FALSE,203@college.edu,"Dear 203, your attendance is 92.8% (231/249). Good Attendance, keep it up!"
204,249,0,237,12,1,0,249,95.18072289,FALSE,204@college.edu,"Dear 204, your attendance is 95.2% (237/249). Good Attendance, keep it up!"
205,249,0,240,9,1,0,249,96.38554217,FALSE,205@college.edu,"Dear 205, your attendance is 96.4% (240/249). Good Attendance, keep it up!"
206,249,0,238,11,1,0,249,95.58232932,FALSE,206@college.edu,"Dear 206, your attendance is 95.6% (238/249). Good Attendance, keep it up!"
207,249,0,232,17,1,0,249,93.17269076,FALSE,207@college.edu,"Dear 207, your attendance is 93.2% (232/249). Good Attendance, keep it up!"
208,249,0,228,21,1,0,249,91.56626506,FALSE,208@college.edu,"Dear 208, your attendance is 91.6% (228/249). Good Attendance, keep it up!"
209,249,0,238,11,1,0,249,95.58232932,FALSE,209@college.edu,"Dear 209, your attendance is 95.6% (238/249). Good Attendance, keep it up!"
210,249,0,237,12,1,0,249,95.18072289,FALSE,210@college.edu,"Dear 210, your attendance is 95.2% (237/249). Good Attendance, keep it up!"
211,249,0,239,10,1,0,249,95.98393574,FALSE,211@college.edu,"Dear 211, your attendance is 96.0% (239/249). Good Attendance, keep it up!"
212,249,0,227,22,1,0,249,91.16465863,FALSE,212@college.edu,"Dear 212, your attendance is 91.2% (227/249). Good Attendance, keep it up!"
213,249,0,225,24,1,0,249,90.36144578,FALSE,213@college.edu,"Dear 213, your attendance is 90.4% (225/249). Good Attendance, keep it up!"
214,249,0,234,15,1,0,249,93.97590361,FALSE,214@college.edu,"Dear 214, your attendance is 94.0% (234/249). Good Attendance, keep it up!"
215,249,0,233,16,1,0,249,93.57429719,FALSE,215@college.edu,"Dear 215, your attendance is 93.6% (233/249). Good Attendance, keep it up!"
216,249,0,227,22,1,0,249,91.16465863,FALSE,216@college.edu,"Dear 216, your attendance is 91.2% (227/249). Good Attendance, keep it up!"
217,249,0,235,14,1,0,249,94.37751004,FALSE,217@college.edu,"Dear 217, your attendance is 94.4% (235/249). Good Attendance, keep it up!"
218,249,0,229,20,1,0,249,91.96787149,FALSE,218@college.edu,"Dear 218, your attendance is 92.0% (229/249). Good Attendance, keep it up!"
219,249,0,239,10,1,0,249,95.98393574,FALSE,219@college.edu,"Dear 219, your attendance is 96.0% (239/249). Good Attendance, keep it up!"
220,249,1,240,8,1,0,248,96.77419355,FALSE,220@college.edu,"Dear 220, your attendance is 96.8% (240/248). Good Attendance, keep it up!"
221,249,0,227,22,1,0,249,91.16465863,FALSE,221@college.edu,"Dear 221, your attendance is 91.2% (227/249). Good Attendance, keep it up!"
222,249,0,225,24,1,0,249,90.36144578,FALSE,222@college.edu,"Dear 222, your attendance is 90.4% (225/249). Good Attendance, keep it up!"
223,250,0,238,12,1,0,250,95.2,FALSE,223@college.edu,"Dear 223, your attendance is 95.2% (238/250). Good Attendance, keep it up!"
224,250,0,174,76,1,0,250,69.6,TRUE,224@college.edu,"Dear 224, your attendance is 69.6% (174/250). Please improve to reach at least 75%."
225,250,0,204,46,1,0,250,81.6,FALSE,225@college.edu,"Dear 225, your attendance is 81.6% (204/250). Good Attendance, keep it up!"
226,249,0,240,9,1,0,249,96.38554217,FALSE,226@college.edu,"Dear 226, your attendance is 96.4% (240/249). Good Attendance, keep it up!"
227,249,0,237,12,1,0,249,95.18072289,FALSE,227@college.edu,"Dear 227, your attendance is 95.2% (237/249). Good Attendance, keep it up!"
228,249,0,218,31,1,0,249,87.5502008,FALSE,228@college.edu,"Dear 228, your attendance is 87.6% (218/249). Good Attendance, keep it up!"
229,250,0,232,18,1,0,250,92.8,FALSE,229@college.edu,"Dear 229, your attendance is 92.8% (232/250). Good Attendance, keep it up!"
230,251,0,237,14,1,0,251,94.42231076,FALSE,230@college.edu,"Dear 230, your attendance is 94.4% (237/251). Good Attendance, keep it up!"
231,251,0,234,17,1,0,251,93.22709163,FALSE,231@college.edu,"Dear 231, your attendance is 93.2% (234/251). Good Attendance, keep it up!"
232,251,0,240,11,1,0,251,95.61752988,FALSE,232@college.edu,"Dear 232, your attendance is 95.6% (240/251). Good Attendance, keep it up!"
233,251,0,222,29,1,0,251,88.44621514,FALSE,233@college.edu,"Dear 233, your attendance is 88.4% (222/251). Good Attendance, keep it up!"
234,254,0,233,21,1,0,254,91.73228346,FALSE,234@college.edu,"Dear 234, your attendance is 91.7% (233/254). Good Attendance, keep it up!"
235,254,1,227,26,1,0,253,89.72332016,FALSE,235@college.edu,"Dear 235, your attendance is 89.7% (227/253). Good Attendance, keep it up!"
236,254,0,242,12,1,0,254,95.27559055,FALSE,236@college.edu,"Dear 236, your attendance is 95.3% (242/254). Good Attendance, keep it up!"
237,254,0,241,13,1,0,254,94.88188976,FALSE,237@college.edu,"Dear 237, your attendance is 94.9% (241/254). Good Attendance, keep it up!"
238,254,0,234,20,1,0,254,92.12598425,FALSE,238@college.edu,"Dear 238, your attendance is 92.1% (234/254). Good Attendance, keep it up!"
239,254,0,225,29,1,0,254,88.58267717,FALSE,239@college.edu,"Dear 239, your attendance is 88.6% (225/254). Good Attendance, keep it up!"
240,254,0,233,21,1,0,254,91.73228346,FALSE,240@college.edu,"Dear 240, your attendance is 91.7% (233/254). Good Attendance, keep it up!"
241,255,0,242,13,1,0,255,94.90196078,FALSE,241@college.edu,"Dear 241, your attendance is 94.9% (242/255). Good Attendance, keep it up!"
242,255,0,245,10,1,0,255,96.07843137,FALSE,242@college.edu,"Dear 242, your attendance is 96.1% (245/255). Good Attendance, keep it up!"
243,255,0,243,12,1,0,255,95.29411765,FALSE,243@college.edu,"Dear 243, your attendance is 95.3% (243/255). Good Attendance, keep it up!"
244,255,0,227,28,1,0,255,89.01960784,FALSE,244@college.edu,"Dear 244, your attendance is 89.0% (227/255). Good Attendance, keep it up!"
245,255,0,236,19,1,0,255,92.54901961,FALSE,245@college.edu,"Dear 245, your attendance is 92.5% (236/255). Good Attendance, keep it up!"
246,255,0,234,21,1,0,255,91.76470588,FALSE,246@college.edu,"Dear 246, your attendance is 91.8% (234/255). Good Attendance, keep it up!"
247,255,0,237,18,1,0,255,92.94117647,FALSE,247@college.edu,"Dear 247, your attendance is 92.9% (237/255). Good Attendance, keep it up!"
248,255,0,222,33,1,0,255,87.05882353,FALSE,248@college.edu,"Dear 248, your attendance is 87.1% (222/255). Good Attendance, keep it up!"
249,256,0,223,33,1,0,256,87.109375,FALSE,249@college.edu,"Dear 249, your attendance is 87.1% (223/256). Good Attendance, keep it up!"
250,256,0,234,22,1,0,256,91.40625,FALSE,250@college.edu,"Dear 250, your attendance is 91.4% (234/256). Good Attendance, keep it up!"
251,256,0,231,25,1,0,256,90.234375,FALSE,251@college.edu,"Dear 251, your attendance is 90.2% (231/256). Good Attendance, keep it up!"
252,256,0,226,30,1,0,256,88.28125,FALSE,252@college.edu,"Dear 252, your attendance is 88.3% (226/256). Good Attendance, keep it up!"
253,256,0,227,29,1,0,256,88.671875,FALSE,253@college.edu,"Dear 253, your attendance is 88.7% (227/256). Good Attendance, keep it up!"
254,256,0,236,20,1,0,256,92.1875,FALSE,254@college.edu,"Dear 254, your attendance is 92.2% (236/256). Good Attendance, keep it up!"
255,256,0,241,15,1,0,256,94.140625,FALSE,255@college.edu,"Dear 255, your attendance is 94.1% (241/256). Good Attendance, keep it up!"
256,256,0,225,31,1,0,256,87.890625,FALSE,256@college.edu,"Dear 256, your attendance is 87.9% (225/256). Good Attendance, keep it up!"
257,256,0,234,22,1,0,256,91.40625,FALSE,257@college.edu,"Dear 257, your attendance is 91.4% (234/256). Good Attendance, keep it up!"
258,256,0,233,23,1,0,256,91.015625,FALSE,258@college.edu,"Dear 258, your attendance is 91.0% (233/256). Good Attendance, keep it up!"
259,256,0,234,22,1,0,256,91.40625,FALSE,259@college.edu,"Dear 259, your attendance is 91.4% (234/256). Good Attendance, keep it up!"
260,256,0,238,18,1,0,256,92.96875,FALSE,260@college.edu,"Dear 260, your attendance is 93.0% (238/256). Good Attendance, keep it up!"
261,256,0,214,42,1,0,256,83.59375,FALSE,261@college.edu,"Dear 261, your attendance is 83.6% (214/256). Good Attendance, keep it up!"
262,255,0,222,33,1,0,255,87.05882353,FALSE,262@college.edu,"Dear 262, your attendance is 87.1% (222/255). Good Attendance, keep it up!"
263,255,0,230,25,1,0,255,90.19607843,FALSE,263@college.edu,"Dear 263, your attendance is 90.2% (230/255). Good Attendance, keep it up!"
264,255,0,238,17,1,0,255,93.33333333,FALSE,264@college.edu,"Dear 264, your attendance is 93.3% (238/255). Good Attendance, keep it up!"
265,255,0,232,23,1,0,255,90.98039216,FALSE,265@college.edu,"Dear 265, your attendance is 91.0% (232/255). Good Attendance, keep it up!"
266,255,0,235,20,1,0,255,92.15686275,FALSE,266@college.edu,"Dear 266, your attendance is 92.2% (235/255). Good Attendance, keep it up!"
267,253,0,236,17,1,0,253,93.28063241,FALSE,267@college.edu,"Dear 267, your attendance is 93.3% (236/253). Good Attendance, keep it up!"
268,253,0,228,25,1,0,253,90.11857708,FALSE,268@college.edu,"Dear 268, your attendance is 90.1% (228/253). Good Attendance, keep it up!"
269,253,11,136,106,1,0,242,56.19834711,TRUE,269@college.edu,"Dear 269, your attendance is 56.2% (136/242). Please improve to reach at least 75%."
270,253,0,223,30,1,0,253,88.14229249,FALSE,270@college.edu,"Dear 270, your attendance is 88.1% (223/253). Good Attendance, keep it up!"
271,255,0,238,17,1,0,255,93.33333333,FALSE,271@college.edu,"Dear 271, your attendance is 93.3% (238/255). Good Attendance, keep it up!"
272,255,0,245,10,1,0,255,96.07843137,FALSE,272@college.edu,"Dear 272, your attendance is 96.1% (245/255). Good Attendance, keep it up!"
273,255,0,235,20,1,0,255,92.15686275,FALSE,273@college.edu,"Dear 273, your attendance is 92.2% (235/255). Good Attendance, keep it up!"
274,255,0,235,20,1,0,255,92.15686275,FALSE,274@college.edu,"Dear 274, your attendance is 92.2% (235/255). Good Attendance, keep it up!"
275,255,0,236,19,1,0,255,92.54901961,FALSE,275@college.edu,"Dear 275, your attendance is 92.5% (236/255). Good Attendance, keep it up!"
276,255,0,219,36,1,0,255,85.88235294,FALSE,276@college.edu,"Dear 276, your attendance is 85.9% (219/255). Good Attendance, keep it up!"
277,255,0,235,20,1,0,255,92.15686275,FALSE,277@college.edu,"Dear 277, your attendance is 92.2% (235/255). Good Attendance, keep it up!"
278,255,0,237,18,1,0,255,92.94117647,FALSE,278@college.edu,"Dear 278, your attendance is 92.9% (237/255). Good Attendance, keep it up!"
279,255,0,225,30,1,0,255,88.23529412,FALSE,279@college.edu,"Dear 279, your attendance is 88.2% (225/255). Good Attendance, keep it up!"
280,255,0,227,28,1,0,255,89.01960784,FALSE,280@college.edu,"Dear 280, your attendance is 89.0% (227/255). Good Attendance, keep it up!"
281,256,0,234,22,1,0,256,91.40625,FALSE,281@college.edu,"Dear 281, your attendance is 91.4% (234/256). Good Attendance, keep it up!"
282,256,0,236,20,1,0,256,92.1875,FALSE,282@college.edu,"Dear 282, your attendance is 92.2% (236/256). Good Attendance, keep it up!"
283,256,0,237,19,1,0,256,92.578125,FALSE,283@college.edu,"Dear 283, your attendance is 92.6% (237/256). Good Attendance, keep it up!"
284,256,0,229,27,1,0,256,89.453125,FALSE,284@college.edu,"Dear 284, your attendance is 89.5% (229/256). Good Attendance, keep it up!"
285,256,0,233,23,1,0,256,91.015625,FALSE,285@college.edu,"Dear 285, your attendance is 91.0% (233/256). Good Attendance, keep it up!"
286,256,0,233,23,1,0,256,91.015625,FALSE,286@college.edu,"Dear 286, your attendance is 91.0% (233/256). Good Attendance, keep it up!"
287,258,0,231,27,1,0,258,89.53488372,FALSE,287@college.edu,"Dear 287, your attendance is 89.5% (231/258). Good Attendance, keep it up!"
288,257,0,238,19,1,0,257,92.60700389,FALSE,288@college.edu,"Dear 288, your attendance is 92.6% (238/257). Good Attendance, keep it up!"
289,256,0,233,23,1,0,256,91.015625,FALSE,289@college.edu,"Dear 289, your attendance is 91.0% (233/256). Good Attendance, keep it up!"
290,256,0,241,15,1,0,256,94.140625,FALSE,290@college.edu,"Dear 290, your attendance is 94.1% (241/256). Good Attendance, keep it up!"
291,256,0,238,18,1,0,256,92.96875,FALSE,291@college.edu,"Dear 291, your attendance is 93.0% (238/256). Good Attendance, keep it up!"
292,256,0,174,82,1,0,256,67.96875,TRUE,292@college.edu,"Dear 292, your attendance is 68.0% (174/256). Please improve to reach at least 75%."
293,256,0,236,20,1,0,256,92.1875,FALSE,293@college.edu,"Dear 293, your attendance is 92.2% (236/256). Good Attendance, keep it up!"
294,255,0,237,18,1,0,255,92.94117647,FALSE,294@college.edu,"Dear 294, your attendance is 92.9% (237/255). Good Attendance, keep it up!"
295,255,0,242,13,1,0,255,94.90196078,FALSE,295@college.edu,"Dear 295, your attendance is 94.9% (242/255). Good Attendance, keep it up!"
296,255,0,238,17,1,0,255,93.33333333,FALSE,296@college.edu,"Dear 296, your attendance is 93.3% (238/255). Good Attendance, keep it up!"
297,255,0,237,18,1,0,255,92.94117647,FALSE,297@college.edu,"Dear 297, your attendance is 92.9% (237/255). Good Attendance, keep it up!"
298,255,0,222,33,1,0,255,87.05882353,FALSE,298@college.edu,"Dear 298, your attendance is 87.1% (222/255). Good Attendance, keep it up!"
299,255,0,232,23,1,0,255,90.98039216,FALSE,299@college.edu,"Dear 299, your attendance is 91.0% (232/255). Good Attendance, keep it up!"
300,255,0,240,15,1,0,255,94.11764706,FALSE,300@college.edu,"Dear 300, your attendance is 94.1% (240/255). Good Attendance, keep it up!"
301,255,0,234,21,1,0,255,91.76470588,FALSE,301@college.edu,"Dear 301, your attendance is 91.8% (234/255). Good Attendance, keep it up!"
302,255,0,243,12,1,0,255,95.29411765,FALSE,302@college.edu,"Dear 302, your attendance is 95.3% (243/255). Good Attendance, keep it up!"
303,255,0,234,21,1,0,255,91.76470588,FALSE,303@college.edu,"Dear 303, your attendance is 91.8% (234/255). Good Attendance, keep it up!"
304,255,0,240,15,1,0,255,94.11764706,FALSE,304@college.edu,"Dear 304, your attendance is 94.1% (240/255). Good Attendance, keep it up!"
305,255,0,240,15,1,0,255,94.11764706,FALSE,305@college.edu,"Dear 305, your attendance is 94.1% (240/255). Good Attendance, keep it up!"
306,255,0,239,16,1,0,255,93.7254902,FALSE,306@college.edu,"Dear 306, your attendance is 93.7% (239/255). Good Attendance, keep it up!"
307,255,0,237,18,1,0,255,92.94117647,FALSE,307@college.edu,"Dear 307, your attendance is 92.9% (237/255). Good Attendance, keep it up!"
308,255,0,235,20,1,0,255,92.15686275,FALSE,308@college.edu,"Dear 308, your attendance is 92.2% (235/255). Good Attendance, keep it up!"
309,255,0,232,23,1,0,255,90.98039216,FALSE,309@college.edu,"Dear 309, your attendance is 91.0% (232/255). Good Attendance, keep it up!"
310,255,0,234,21,1,0,255,91.76470588,FALSE,310@college.edu,"Dear 310, your attendance is 91.8% (234/255). Good Attendance, keep it up!"
311,255,0,240,15,1,0,255,94.11764706,FALSE,311@college.edu,"Dear 311, your attendance is 94.1% (240/255). Good Attendance, keep it up!"
312,255,0,242,13,1,0,255,94.90196078,FALSE,312@college.edu,"Dear 312, your attendance is 94.9% (242/255). Good Attendance, keep it up!"
313,255,0,230,25,1,0,255,90.19607843,FALSE,313@college.edu,"Dear 313, your attendance is 90.2% (230/255). Good Attendance, keep it up!"
314,255,0,234,21,1,0,255,91.76470588,FALSE,314@college.edu,"Dear 314, your attendance is 91.8% (234/255). Good Attendance, keep it up!"
315,255,0,239,16,1,0,255,93.7254902,FALSE,315@college.edu,"Dear 315, your attendance is 93.7% (239/255). Good Attendance, keep it up!"
316,255,0,240,15,1,0,255,94.11764706,FALSE,316@college.edu,"Dear 316, your attendance is 94.1% (240/255). Good Attendance, keep it up!"
317,255,0,228,27,1,0,255,89.41176471,FALSE,317@college.edu,"Dear 317, your attendance is 89.4% (228/255). Good Attendance, keep it up!"
318,255,0,226,29,1,0,255,88.62745098,FALSE,318@college.edu,"Dear 318, your attendance is 88.6% (226/255). Good Attendance, keep it up!"
319,254,0,240,14,1,0,254,94.48818898,FALSE,319@college.edu,"Dear 319, your attendance is 94.5% (240/254). Good Attendance, keep it up!"
320,254,0,236,18,1,0,254,92.91338583,FALSE,320@college.edu,"Dear 320, your attendance is 92.9% (236/254). Good Attendance, keep it up!"
321,254,0,237,17,1,0,254,93.30708661,FALSE,321@college.edu,"Dear 321, your attendance is 93.3% (237/254). Good Attendance, keep it up!"
322,254,0,230,24,1,0,254,90.5511811,FALSE,322@college.edu,"Dear 322, your attendance is 90.6% (230/254). Good Attendance, keep it up!"
323,254,0,231,23,1,0,254,90.94488189,FALSE,323@college.edu,"Dear 323, your attendance is 90.9% (231/254). Good Attendance, keep it up!"
324,254,0,236,18,1,0,254,92.91338583,FALSE,324@college.edu,"Dear 324, your attendance is 92.9% (236/254). Good Attendance, keep it up!"
325,254,0,241,13,1,0,254,94.88188976,FALSE,325@college.edu,"Dear 325, your attendance is 94.9% (241/254). Good Attendance, keep it up!"
326,254,0,238,16,1,0,254,93.7007874,FALSE,326@college.edu,"Dear 326, your attendance is 93.7% (238/254). Good Attendance, keep it up!"
327,254,0,228,26,1,0,254,89.76377953,FALSE,327@college.edu,"Dear 327, your attendance is 89.8% (228/254). Good Attendance, keep it up!"
328,254,0,223,31,1,0,254,87.79527559,FALSE,328@college.edu,"Dear 328, your attendance is 87.8% (223/254). Good Attendance, keep it up!"
329,254,0,242,12,1,0,254,95.27559055,FALSE,329@college.edu,"Dear 329, your attendance is 95.3% (242/254). Good Attendance, keep it up!"
330,254,11,231,12,1,0,243,95.0617284,FALSE,330@college.edu,"Dear 330, your attendance is 95.1% (231/243). Good Attendance, keep it up!"
331,254,0,232,22,1,0,254,91.33858268,FALSE,331@college.edu,"Dear 331, your attendance is 91.3% (232/254). Good Attendance, keep it up!"
332,254,0,222,32,1,0,254,87.4015748,FALSE,332@college.edu,"Dear 332, your attendance is 87.4% (222/254). Good Attendance, keep it up!"
333,254,0,236,18,1,0,254,92.91338583,FALSE,333@college.edu,"Dear 333, your attendance is 92.9% (236/254). Good Attendance, keep it up!"
334,254,0,235,19,1,0,254,92.51968504,FALSE,334@college.edu,"Dear 334, your attendance is 92.5% (235/254). Good Attendance, keep it up!"
335,254,0,238,16,1,0,254,93.7007874,FALSE,335@college.edu,"Dear 335, your attendance is 93.7% (238/254). Good Attendance, keep it up!"
336,253,0,231,22,1,0,253,91.30434783,FALSE,336@college.edu,"Dear 336, your attendance is 91.3% (231/253). Good Attendance, keep it up!"
337,253,0,220,33,1,0,253,86.95652174,FALSE,337@college.edu,"Dear 337, your attendance is 87.0% (220/253). Good Attendance, keep it up!"
338,253,0,237,16,1,0,253,93.67588933,FALSE,338@college.edu,"Dear 338, your attendance is 93.7% (237/253). Good Attendance, keep it up!"
339,253,0,234,19,1,0,253,92.49011858,FALSE,339@college.edu,"Dear 339, your attendance is 92.5% (234/253). Good Attendance, keep it up!"
340,253,0,242,11,1,0,253,95.65217391,FALSE,340@college.edu,"Dear 340, your attendance is 95.7% (242/253). Good Attendance, keep it up!"
341,253,0,231,22,1,0,253,91.30434783,FALSE,341@college.edu,"Dear 341, your attendance is 91.3% (231/253). Good Attendance, keep it up!"
342,253,0,224,29,1,0,253,88.53754941,FALSE,342@college.edu,"Dear 342, your attendance is 88.5% (224/253). Good Attendance, keep it up!"
343,253,0,237,16,1,0,253,93.67588933,FALSE,343@college.edu,"Dear 343, your attendance is 93.7% (237/253). Good Attendance, keep it up!"
344,253,0,229,24,1,0,253,90.51383399,FALSE,344@college.edu,"Dear 344, your attendance is 90.5% (229/253). Good Attendance, keep it up!"
345,253,0,224,29,1,0,253,88.53754941,FALSE,345@college.edu,"Dear 345, your attendance is 88.5% (224/253). Good Attendance, keep it up!"
346,253,0,230,23,1,0,253,90.90909091,FALSE,346@college.edu,"Dear 346, your attendance is 90.9% (230/253). Good Attendance, keep it up!"
347,253,0,227,26,1,0,253,89.72332016,FALSE,347@college.edu,"Dear 347, your attendance is 89.7% (227/253). Good Attendance, keep it up!"
348,253,0,219,34,1,0,253,86.56126482,FALSE,348@college.edu,"Dear 348, your attendance is 86.6% (219/253). Good Attendance, keep it up!"
349,253,0,225,28,1,0,253,88.93280632,FALSE,349@college.edu,"Dear 349, your attendance is 88.9% (225/253). Good Attendance, keep it up!"
350,253,0,222,31,1,0,253,87.74703557,FALSE,350@college.edu,"Dear 350, your attendance is 87.7% (222/253). Good Attendance, keep it up!"
351,253,0,222,31,1,0,253,87.74703557,FALSE,351@college.edu,"Dear 351, your attendance is 87.7% (222/253). Good Attendance, keep it up!"
352,253,0,219,34,1,0,253,86.56126482,FALSE,352@college.edu,"Dear 352, your attendance is 86.6% (219/253). Good Attendance, keep it up!"
353,253,0,202,51,1,0,253,79.84189723,FALSE,353@college.edu,"Dear 353, your attendance is 79.8% (202/253). Good Attendance, keep it up!"
354,253,0,195,58,1,0,253,77.07509881,FALSE,354@college.edu,"Dear 354, your attendance is 77.1% (195/253). Good Attendance, keep it up!"
355,253,0,198,55,1,0,253,78.26086957,FALSE,355@college.edu,"Dear 355, your attendance is 78.3% (198/253). Good Attendance, keep it up!"
356,253,0,174,79,1,0,253,68.77470356,TRUE,356@college.edu,"Dear 356, your attendance is 68.8% (174/253). Please improve to reach at least 75%."
357,483,0,445,38,1,0,483,92.13250518,FALSE,357@college.edu,"Dear 357, your attendance is 92.1% (445/483). Good Attendance, keep it up!"
358,485,0,459,26,1,0,485,94.63917526,FALSE,358@college.edu,"Dear 358, your attendance is 94.6% (459/485). Good Attendance, keep it up!"
359,482,0,450,32,1,0,482,93.36099585,FALSE,359@college.edu,"Dear 359, your attendance is 93.4% (450/482). Good Attendance, keep it up!"
360,481,0,464,17,1,0,481,96.46569647,FALSE,360@college.edu,"Dear 360, your attendance is 96.5% (464/481). Good Attendance, keep it up!"
361,479,0,463,16,1,0,479,96.65970772,FALSE,361@college.edu,"Dear 361, your attendance is 96.7% (463/479). Good Attendance, keep it up!"
362,480,0,451,29,1,0,480,93.95833333,FALSE,362@college.edu,"Dear 362, your attendance is 94.0% (451/480). Good Attendance, keep it up!"
363,482,0,455,27,1,0,482,94.39834025,FALSE,363@college.edu,"Dear 363, your attendance is 94.4% (455/482). Good Attendance, keep it up!"
364,483,0,462,21,1,0,483,95.65217391,FALSE,364@college.edu,"Dear 364, your attendance is 95.7% (462/483). Good Attendance, keep it up!"
365,485,0,460,25,1,0,485,94.84536082,FALSE,365@college.edu,"Dear 365, your attendance is 94.8% (460/485). Good Attendance, keep it up!"
366,486,0,460,26,1,0,486,94.65020576,FALSE,366@college.edu,"Dear 366, your attendance is 94.7% (460/486). Good Attendance, keep it up!"
367,487,0,463,24,1,0,487,95.07186858,FALSE,367@college.edu,"Dear 367, your attendance is 95.1% (463/487). Good Attendance, keep it up!"
368,487,0,437,50,1,0,487,89.73305955,FALSE,368@college.edu,"Dear 368, your attendance is 89.7% (437/487). Good Attendance, keep it up!"
369,487,0,463,24,1,0,487,95.07186858,FALSE,369@college.edu,"Dear 369, your attendance is 95.1% (463/487). Good Attendance, keep it up!"
370,487,0,459,28,1,0,487,94.25051335,FALSE,370@college.edu,"Dear 370, your attendance is 94.3% (459/487). Good Attendance, keep it up!"
371,486,0,461,25,1,0,486,94.85596708,FALSE,371@college.edu,"Dear 371, your attendance is 94.9% (461/486). Good Attendance, keep it up!"
372,483,0,455,28,1,0,483,94.20289855,FALSE,372@college.edu,"Dear 372, your attendance is 94.2% (455/483). Good Attendance, keep it up!"
373,482,0,461,21,1,0,482,95.64315353,FALSE,373@college.edu,"Dear 373, your attendance is 95.6% (461/482). Good Attendance, keep it up!"
374,482,0,462,20,1,0,482,95.85062241,FALSE,374@college.edu,"Dear 374, your attendance is 95.9% (462/482). Good Attendance, keep it up!"
375,483,0,449,34,1,0,483,92.96066253,FALSE,375@college.edu,"Dear 375, your attendance is 93.0% (449/483). Good Attendance, keep it up!"
376,482,0,449,33,1,0,482,93.15352697,FALSE,376@college.edu,"Dear 376, your attendance is 93.2% (449/482). Good Attendance, keep it up!"
377,481,0,458,23,1,0,481,95.21829522,FALSE,377@college.edu,"Dear 377, your attendance is 95.2% (458/481). Good Attendance, keep it up!"
378,483,0,452,31,1,0,483,93.58178054,FALSE,378@college.edu,"Dear 378, your attendance is 93.6% (452/483). Good Attendance, keep it up!"
379,482,0,445,37,1,0,482,92.32365145,FALSE,379@college.edu,"Dear 379, your attendance is 92.3% (445/482). Good Attendance, keep it up!"
380,482,0,435,47,1,0,482,90.24896266,FALSE,380@college.edu,"Dear 380, your attendance is 90.2% (435/482). Good Attendance, keep it up!"
381,483,0,458,25,1,0,483,94.82401656,FALSE,381@college.edu,"Dear 381, your attendance is 94.8% (458/483). Good Attendance, keep it up!"
382,483,0,458,25,1,0,483,94.82401656,FALSE,382@college.edu,"Dear 382, your attendance is 94.8% (458/483). Good Attendance, keep it up!"
383,483,0,444,39,1,0,483,91.92546584,FALSE,383@college.edu,"Dear 383, your attendance is 91.9% (444/483). Good Attendance, keep it up!"
384,483,0,437,46,1,0,483,90.47619048,FALSE,384@college.edu,"Dear 384, your attendance is 90.5% (437/483). Good Attendance, keep it up!"
385,483,0,451,32,1,0,483,93.3747412,FALSE,385@college.edu,"Dear 385, your attendance is 93.4% (451/483). Good Attendance, keep it up!"
386,484,0,452,32,1,0,484,93.38842975,FALSE,386@college.edu,"Dear 386, your attendance is 93.4% (452/484). Good Attendance, keep it up!"
387,482,0,454,28,1,0,482,94.19087137,FALSE,387@college.edu,"Dear 387, your attendance is 94.2% (454/482). Good Attendance, keep it up!"
388,482,0,456,26,1,0,482,94.60580913,FALSE,388@college.edu,"Dear 388, your attendance is 94.6% (456/482). Good Attendance, keep it up!"
389,482,0,463,19,1,0,482,96.05809129,FALSE,389@college.edu,"Dear 389, your attendance is 96.1% (463/482). Good Attendance, keep it up!"
390,482,0,446,36,1,0,482,92.53112033,FALSE,390@college.edu,"Dear 390, your attendance is 92.5% (446/482). Good Attendance, keep it up!"
391,483,0,449,34,1,0,483,92.96066253,FALSE,391@college.edu,"Dear 391, your attendance is 93.0% (449/483). Good Attendance, keep it up!"
392,481,0,448,33,1,0,481,93.13929314,FALSE,392@college.edu,"Dear 392, your attendance is 93.1% (448/481). Good Attendance, keep it up!"
393,481,0,445,36,1,0,481,92.51559252,FALSE,393@college.edu,"Dear 393, your attendance is 92.5% (445/481). Good Attendance, keep it up!"
394,481,0,441,40,1,0,481,91.68399168,FALSE,394@college.edu,"Dear 394, your attendance is 91.7% (441/481). Good Attendance, keep it up!"
395,482,0,439,43,1,0,482,91.07883817,FALSE,395@college.edu,"Dear 395, your attendance is 91.1% (439/482). Good Attendance, keep it up!"
396,482,0,451,31,1,0,482,93.56846473,FALSE,396@college.edu,"Dear 396, your attendance is 93.6% (451/482). Good Attendance, keep it up!"
